Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
Duncan,697,France,Female,39,6,151553.19,1,Yes,Yes,20-50K,No
Hale,652,Germany,Male,27,2,166527.88,2,No,Yes,50-75K,No
Macdonald,579,Germany,Male,28,6,150329.15,1,Yes,No,50-75K,No
McKay,760,France,Male,43,8,121911.59,1,Yes,No,50-75K,No
Chiekwugo,769,France,Male,51,9,156773.78,2,Yes,No,20-50K,No
Skinner,498,Spain,Male,29,8,127864.26,1,Yes,Yes,20-50K,No
Sorokina,774,France,Male,53,4,113709.28,1,Yes,Yes,50-75K,Yes
Weller,705,Germany,Female,43,7,79974.55,1,Yes,Yes,50-75K,No
Bess,648,France,Female,44,2,0.0,2,Yes,Yes,50-75K,No
MacDonald,688,France,Female,51,5,0.0,1,Yes,No,50-75K,Yes
Gray,592,Spain,Male,38,0,0.0,1,Yes,No,50-75K,Yes
Ogbonnaya,705,France,Male,33,3,144427.96,2,Yes,No,50-75K,No
Udegbulam,654,France,Male,42,7,99263.09,1,Yes,Yes,50-75K,No
Mai,624,France,Female,32,2,79368.87,2,Yes,Yes,50-75K,No
Yeh,594,France,Female,30,10,0.0,2,Yes,Yes,50-75K,No
Babbage,695,Spain,Female,34,9,0.0,2,Yes,Yes,50-75K,No
Franklin,597,France,Male,28,2,0.0,3,Yes,Yes,50-75K,No
Randell,758,France,Female,52,7,125095.94,1,Yes,No,50-75K,Yes
Paterson,737,Germany,Female,40,2,162485.8,2,Yes,No,50-75K,No
Pickering,694,Germany,Male,37,1,95668.82,2,Yes,No,50-75K,No
Uspensky,683,France,Male,25,4,0.0,2,Yes,No,50-75K,No
Macleod,538,Spain,Female,30,8,0.0,2,Yes,Yes,20-50K,No
Nnaife,669,France,Male,37,4,0.0,1,Yes,No,50-75K,No
Randolph,730,France,Female,34,5,74197.38,2,Yes,No,50-75K,No
Kudryashova,622,France,Female,31,1,89688.94,1,Yes,Yes,50-75K,No
George,714,Spain,Female,33,10,103121.33,2,Yes,Yes,20-50K,No
Robertson,569,Spain,Female,34,3,0.0,1,Yes,No,50-75K,No
Yuryeva,668,Germany,Female,59,5,120170.07,1,No,Yes,50-75K,No
Hurst,628,France,Male,32,9,149136.31,2,Yes,Yes,0-20K,No
Ch'iu,600,France,Male,40,1,141136.79,1,Yes,Yes,50-75K,No
King,693,France,Female,43,4,152341.55,1,Yes,No,0-20K,No
Esposito,704,France,Male,36,7,120026.98,2,No,Yes,50-75K,No
Fraser,527,Spain,Male,33,9,132168.28,1,No,No,50-75K,No
Trentini,553,Germany,Male,43,6,85200.82,2,Yes,Yes,50-75K,No
Nicholls,575,Spain,Male,53,1,84903.33,2,No,Yes,20-50K,No
Montalvo,626,France,Female,32,0,0.0,2,No,No,50-75K,No
Tien,582,France,Male,20,4,0.0,1,Yes,Yes,50-75K,No
Chuang,683,Spain,Male,40,8,0.0,1,Yes,No,50-75K,No
Fang,850,France,Male,30,9,121535.18,1,No,No,20-50K,No
Kosisochukwu,653,Spain,Male,35,6,116662.96,2,Yes,Yes,20-50K,No
Young,679,France,Male,60,8,0.0,2,Yes,Yes,50-75K,No
Scott,549,Germany,Female,49,6,124829.16,1,No,Yes,50-75K,No
Yeh,850,Spain,Female,36,2,155180.56,2,No,No,50-75K,No
Vigano,558,Germany,Female,32,1,108262.87,1,Yes,Yes,0-20K,No
Windradyne,528,Spain,Male,40,4,0.0,2,Yes,No,20-50K,No
Curnow,801,France,Male,38,5,0.0,2,Yes,No,50-75K,No
Ugonna,513,Spain,Male,48,2,0.0,1,Yes,Yes,50-75K,Yes
De Neeve,666,Germany,Male,38,6,99812.88,2,Yes,Yes,50-75K,No
Ricci,606,France,Male,35,2,132164.26,1,No,Yes,50-75K,No
Nnaife,599,Germany,Male,45,10,103583.05,1,Yes,No,50-75K,Yes
Ebelechukwu,544,Germany,Male,39,4,142406.43,2,Yes,No,50-75K,No
Keating,529,Spain,Male,38,7,99842.5,2,Yes,No,50-75K,Yes
Tuan,850,France,Female,41,5,0.0,2,Yes,Yes,20-50K,No
Shearston,497,France,Male,41,9,0.0,1,No,No,20-50K,No
Tien,764,France,Female,39,5,81042.42,1,No,Yes,50-75K,No
Hamilton,603,France,Female,48,5,0.0,1,Yes,No,50-75K,Yes
Arnold,609,France,Male,40,6,0.0,2,Yes,Yes,50-75K,No
Ting,487,France,Male,53,4,199689.49,1,Yes,Yes,20-50K,Yes
Chao,748,France,Male,33,1,142645.43,1,No,No,50-75K,No
Powell,710,Spain,Female,75,5,0.0,2,Yes,Yes,0-20K,No
Williams,432,Germany,Female,45,3,110219.14,1,Yes,No,20-50K,Yes
Cheng,534,Spain,Male,51,3,0.0,2,No,Yes,20-50K,No
Zhdanova,607,France,Male,25,3,0.0,2,No,No,50-75K,No
Tsai,551,Spain,Male,32,4,0.0,2,Yes,No,50-75K,No
Nebechukwu,674,France,Male,45,7,142072.02,1,Yes,No,20-50K,No
Fetherstonhaugh,525,France,Female,25,6,0.0,2,Yes,No,50-75K,No
Ojiofor,645,Germany,Male,33,8,149564.61,1,No,No,50-75K,No
Severson,755,France,Female,43,9,0.0,2,Yes,No,0-20K,No
Speight,708,Germany,Male,37,8,153366.13,1,Yes,Yes,20-50K,No
Greenwalt,715,France,Male,21,6,76467.16,1,Yes,Yes,50-75K,No
Grover,727,France,Female,26,9,121508.28,1,Yes,Yes,50-75K,No
Milani,559,Spain,Female,27,1,0.0,1,No,Yes,0-20K,No
Akobundu,545,Spain,Male,36,8,73211.12,2,Yes,No,50-75K,Yes
Anderson,524,France,Male,22,9,0.0,2,Yes,No,50-75K,No
Chien,707,France,Female,55,1,0.0,2,No,Yes,50-75K,No
Kennedy,671,Spain,Male,38,0,92674.94,2,Yes,No,0-20K,No
Castiglione,439,Spain,Male,52,3,96196.24,4,Yes,No,50-75K,Yes
Marshall,667,Germany,Female,36,1,114391.62,1,Yes,Yes,50-75K,No
Duncan,831,Germany,Male,32,9,80262.66,1,Yes,No,50-75K,No
Uspenskaya,545,Spain,Female,33,7,173331.52,1,Yes,No,50-75K,No
Thomson,604,Spain,Female,35,7,147285.52,1,Yes,Yes,50-75K,No
Calabrese,657,Spain,Male,67,5,119785.47,2,Yes,Yes,50-75K,No
Herrera,487,Spain,Female,36,1,140137.15,1,Yes,No,50-75K,No
Muse,750,Germany,Female,52,6,107467.56,1,Yes,No,50-75K,Yes
Marsden,694,Germany,Female,37,8,98218.04,2,Yes,No,50-75K,Yes
Artemyeva,711,Germany,Female,35,2,133607.75,1,Yes,Yes,50-75K,No
McKay,551,France,Male,37,3,0.0,2,Yes,Yes,50-75K,No
Chuang,559,France,Female,38,8,95139.41,1,Yes,Yes,50-75K,No
Nicholls,620,France,Female,29,3,0.0,2,No,Yes,50-75K,No
Dennis,660,Spain,Male,42,5,0.0,2,Yes,No,50-75K,No
Knight,449,France,Female,37,6,0.0,2,Yes,No,50-75K,No
Webb,703,Germany,Female,26,1,97331.19,1,Yes,No,50-75K,No
Pugliesi,795,Germany,Male,37,2,139265.63,2,Yes,Yes,50-75K,No
Nebechukwu,594,France,Female,31,9,0.0,1,No,Yes,0-20K,No
Ward,586,Spain,Male,34,5,168094.01,1,No,No,20-50K,No
Nixon,613,Germany,Female,30,5,131563.88,2,Yes,No,50-75K,No
Chidubem,601,France,Male,44,3,0.0,2,Yes,No,20-50K,No
Rivers,657,France,Male,50,9,0.0,2,No,No,20-50K,No
Sochima,531,France,Male,31,3,0.0,1,Yes,Yes,20-50K,No
Heydon,621,Germany,Male,47,7,107363.29,1,Yes,Yes,50-75K,No
Lombardo,782,France,Female,33,2,94493.03,1,No,Yes,50-75K,No
Holland,528,Germany,Female,29,9,170214.23,2,Yes,No,20-50K,No
Tien,696,France,Male,52,6,139781.06,1,Yes,No,20-50K,Yes
Bryant,586,France,Female,35,7,0.0,2,Yes,No,50-75K,No
Hao,626,Spain,Female,26,8,148610.41,3,No,Yes,50-75K,Yes
Genovesi,498,France,Male,73,2,170241.7,2,Yes,Yes,50-75K,No
Kovalev,691,France,Female,33,1,128306.83,1,Yes,Yes,50-75K,No
Hsieh,568,France,Female,47,7,0.0,2,Yes,Yes,20-50K,No
Debellis,715,France,Female,35,3,0.0,1,Yes,Yes,50-75K,No
Chibueze,680,Germany,Male,32,7,175454.0,1,No,Yes,50-75K,No
Padovano,802,Spain,Male,41,6,0.0,2,Yes,No,20-50K,No
Yen,539,France,Female,22,0,100885.93,2,Yes,Yes,20-50K,No
Kibble,494,France,Male,69,9,93320.8,1,Yes,Yes,20-50K,No
Lori,594,Germany,Male,38,6,63176.44,2,Yes,Yes,0-20K,No
Enemuo,596,France,Male,33,2,139451.67,1,No,No,50-75K,No
Lu,649,France,Female,52,8,49113.75,1,Yes,No,20-50K,No
Nebeolisa,699,Germany,Male,32,1,123906.22,3,Yes,Yes,50-75K,Yes
Stewart,787,France,Female,40,6,0.0,2,Yes,Yes,50-75K,No
Ward,604,France,Male,28,7,0.0,2,No,No,50-75K,No
Milanesi,489,Germany,Female,52,1,131441.51,1,Yes,No,20-50K,Yes
Chikwado,651,France,Male,56,2,0.0,1,Yes,No,50-75K,Yes
Douglas,698,France,Male,57,6,136325.48,2,Yes,Yes,50-75K,Yes
Sal,578,Germany,Female,38,4,113150.44,2,Yes,No,50-75K,Yes
Douglas,538,Spain,Female,42,9,0.0,1,No,No,50-75K,No
Yates,696,France,Female,33,4,0.0,2,Yes,Yes,50-75K,No
Watt,507,Germany,Female,46,8,102785.16,1,Yes,Yes,50-75K,No
P'an,685,Spain,Male,34,6,83264.28,1,No,No,0-20K,No
H?,705,Germany,Male,41,4,72252.64,2,Yes,Yes,50-75K,No
Perry,499,Germany,Female,29,6,148051.52,1,Yes,No,50-75K,No
Lavrov,717,France,Female,76,9,138489.66,1,Yes,Yes,50-75K,No
Chiekwugo,510,France,Male,63,8,0.0,2,Yes,Yes,50-75K,No
Macdonald,632,France,Male,32,6,111589.33,1,Yes,Yes,50-75K,No
Jenkins,668,Germany,Female,39,0,122104.79,1,Yes,No,50-75K,Yes
Korovina,744,Germany,Male,32,4,96106.83,1,Yes,Yes,50-75K,No
Manning,663,Germany,Male,42,7,115930.87,1,Yes,No,0-20K,No
Wilson,638,Germany,Female,37,7,124513.66,2,Yes,No,50-75K,No
Begum,688,France,Female,54,9,0.0,1,Yes,No,50-75K,Yes
Ingrassia,588,Spain,Male,46,8,0.0,1,Yes,No,50-75K,No
Maclean,631,France,Male,33,7,0.0,1,Yes,Yes,50-75K,Yes
Olejuru,687,Spain,Male,35,8,100988.39,2,Yes,No,20-50K,No
Enyinnaya,599,France,Male,44,10,118577.24,1,Yes,Yes,20-50K,No
Watson,718,Spain,Male,28,6,0.0,2,Yes,No,50-75K,No
Langdon,730,France,Male,27,5,0.0,2,Yes,Yes,50-75K,No
Frolov,533,France,Female,39,2,0.0,1,No,Yes,50-75K,Yes
Chikezie,711,Spain,Female,28,5,0.0,2,Yes,Yes,50-75K,No
Zetticci,555,Spain,Female,26,9,0.0,2,No,Yes,50-75K,No
Yang,850,France,Female,42,9,113311.11,1,Yes,Yes,50-75K,No
Lin,678,France,Female,41,9,0.0,1,No,No,0-20K,No
Goddard,576,France,Male,32,7,0.0,2,Yes,No,0-20K,No
Rogers,835,Germany,Male,20,4,124365.42,1,No,No,50-75K,Yes
Zubareva,592,France,Male,42,1,147249.29,2,Yes,Yes,50-75K,No
Onochie,774,France,Male,36,7,103688.19,1,No,Yes,50-75K,No
Ts'ui,620,France,Female,29,1,138740.24,2,No,No,50-75K,No
Newsom,519,Spain,Male,39,4,111900.14,1,Yes,Yes,50-75K,No
Genovese,734,Spain,Female,37,0,152760.24,1,Yes,Yes,20-50K,No
Thorpe,763,Germany,Male,31,7,143966.3,2,Yes,Yes,50-75K,Yes
Horton,733,France,Male,51,10,141556.96,1,Yes,No,50-75K,No
Williamson,650,France,Female,43,6,0.0,2,Yes,Yes,0-20K,No
Shoobridge,538,France,Female,33,5,0.0,2,Yes,No,50-75K,No
Peng,577,France,Female,46,1,0.0,1,Yes,Yes,50-75K,No
Gray,792,France,Male,30,8,0.0,2,Yes,No,50-75K,No
Watson,686,France,Female,41,10,0.0,1,Yes,Yes,50-75K,Yes
Fyodorova,589,France,Male,29,2,0.0,2,No,Yes,50-75K,No
Bazhenov,530,France,Male,25,9,162560.32,1,Yes,No,50-75K,No
Solomon,778,Germany,Female,29,7,123229.46,1,Yes,No,50-75K,No
Layh,616,Spain,Male,31,7,76665.71,2,Yes,Yes,50-75K,No
John,550,France,Male,38,9,140278.99,3,Yes,Yes,50-75K,Yes
Tuan,655,France,Female,51,3,0.0,2,No,Yes,0-20K,No
Slattery,721,France,Male,46,1,115764.32,2,No,No,50-75K,No
Onyekachi,499,Germany,Male,36,5,131142.53,2,Yes,No,50-75K,No
Genovese,511,France,Male,45,5,68375.27,1,Yes,No,50-75K,Yes
Daniels,579,Germany,Female,39,5,117833.3,3,No,No,0-20K,Yes
Caldwell,696,Spain,Female,36,7,0.0,2,Yes,Yes,50-75K,No
Chiemenam,681,France,Male,34,7,0.0,2,No,No,50-75K,No
Wanliss,815,France,Male,45,7,0.0,1,No,Yes,50-75K,Yes
Bruce,681,Spain,Male,30,2,111093.01,1,Yes,No,50-75K,No
Wright,641,Spain,Male,42,9,132657.55,1,Yes,No,20-50K,No
Fang,591,France,Female,56,9,128882.49,1,Yes,Yes,50-75K,Yes
Eames,565,Germany,Male,59,9,69129.59,1,Yes,Yes,50-75K,No
Sutherland,487,France,Male,37,6,0.0,2,Yes,Yes,50-75K,No
Cavenagh,729,France,Male,39,4,121404.64,1,Yes,Yes,50-75K,No
Dumetolisa,505,Spain,Female,45,9,131355.3,3,Yes,No,50-75K,Yes
Mackay,580,France,Female,35,1,102097.33,1,No,Yes,50-75K,No
Dellucci,642,France,Male,40,1,154863.15,1,Yes,Yes,50-75K,No
Kenyon,850,Spain,Female,41,3,99945.93,2,Yes,No,50-75K,No
Parry,616,Germany,Male,39,2,121704.32,2,Yes,No,50-75K,No
Kennedy,526,Spain,Female,43,3,0.0,2,Yes,No,20-50K,No
Arnott,523,Germany,Male,35,8,138782.76,1,Yes,Yes,50-75K,No
Hanson,663,France,Male,35,9,0.0,2,Yes,Yes,50-75K,No
T'ao,840,France,Male,30,8,136291.71,1,Yes,No,50-75K,No
Shen,570,Germany,Male,42,0,107856.57,2,Yes,No,50-75K,No
Steere,676,Germany,Female,26,1,108348.66,1,No,No,50-75K,Yes
Abbott,689,France,Male,47,1,93871.95,3,Yes,No,50-75K,Yes
Sutherland,703,Spain,Female,45,1,0.0,1,Yes,No,50-75K,Yes
Thurgood,491,Germany,Male,19,2,125860.2,1,No,No,50-75K,No
Johnson,584,France,Male,49,8,172713.44,1,Yes,No,50-75K,No
Lung,810,France,Female,51,5,0.0,2,No,Yes,50-75K,No
Cocci,745,Spain,Female,59,8,0.0,1,Yes,Yes,20-50K,No
Matveyeva,625,France,Female,39,3,130786.92,1,No,Yes,50-75K,No
Moore,535,France,Female,29,2,112367.34,1,Yes,No,50-75K,No
Yobachukwu,729,Spain,Female,45,7,91091.06,2,Yes,No,50-75K,No
Fleming,655,France,Female,26,7,106198.5,1,No,Yes,20-50K,No
Dickinson,751,France,Male,47,5,142669.93,2,Yes,No,50-75K,No
Evseyev,525,France,Male,33,1,112833.35,1,No,Yes,50-75K,No
Aksenov,532,France,Female,40,5,0.0,2,No,Yes,50-75K,No
Fleming,696,Spain,Female,43,4,0.0,2,Yes,Yes,50-75K,No
Ulyanov,786,Germany,Female,32,2,104336.43,2,No,No,50-75K,No
Summers,580,France,Male,55,6,104305.74,1,No,Yes,50-75K,No
Clements,596,Germany,Male,47,5,140187.1,2,Yes,Yes,50-75K,No
Kazakova,683,France,Male,39,4,0.0,2,Yes,No,50-75K,No
Pirozzi,747,France,Female,45,1,114959.12,1,Yes,No,50-75K,Yes
Jamieson,602,France,Male,33,5,164704.38,1,No,Yes,50-75K,Yes
Ferri,779,France,Male,62,10,119096.55,1,No,Yes,50-75K,No
Mai,551,France,Male,31,1,0.0,2,Yes,Yes,50-75K,No
Hannaford,666,France,Male,47,2,0.0,1,Yes,No,20-50K,Yes
Fomin,526,Spain,Male,30,8,0.0,1,Yes,No,20-50K,No
Mahon,849,France,Female,41,9,115465.28,1,Yes,No,50-75K,No
Shaw,471,France,Female,27,4,0.0,2,Yes,No,50-75K,No
Volkova,628,Spain,Male,43,3,184926.61,1,Yes,No,50-75K,No
Miles,674,Germany,Male,43,8,85957.88,2,Yes,No,0-20K,No
Madison,797,France,Male,32,10,114084.6,1,No,Yes,50-75K,No
Scott,590,Spain,Female,29,2,166930.76,2,Yes,No,50-75K,No
Voss,588,France,Female,27,8,0.0,1,Yes,No,20-50K,No
Colebatch,577,France,Male,29,7,0.0,2,Yes,Yes,50-75K,No
Wilson,571,France,Female,38,6,107193.82,2,No,No,20-50K,No
T'ang,680,France,Male,36,3,116275.12,1,Yes,Yes,50-75K,No
Gibson,648,Spain,Female,27,7,0.0,2,Yes,Yes,50-75K,No
Hs?eh,618,France,Male,39,2,91068.56,1,Yes,No,20-50K,No
Pan,648,Germany,Male,41,5,123049.21,1,No,Yes,0-20K,No
Chikelu,759,France,Female,39,6,0.0,2,Yes,Yes,50-75K,No
Allan,585,France,Male,40,7,0.0,2,No,No,50-75K,No
Yefremova,774,France,Female,42,3,137781.65,1,No,No,50-75K,No
Chuang,697,Germany,Female,48,2,108128.96,2,Yes,Yes,50-75K,No
Fan,605,Spain,Male,39,10,105317.73,2,Yes,No,50-75K,No
Dellucci,676,France,Male,20,1,80569.73,1,No,No,50-75K,No
Garran,678,France,Female,22,4,174852.89,1,Yes,Yes,20-50K,No
Moretti,495,Spain,Female,45,3,89158.94,3,Yes,No,50-75K,Yes
Yao,787,France,Female,85,10,0.0,2,Yes,Yes,50-75K,No
Lucchesi,770,France,Male,36,2,89800.14,1,Yes,Yes,50-75K,No
Nkemdilim,817,Germany,Male,45,9,101207.75,1,No,No,50-75K,Yes
Anderson,659,France,Male,43,1,106086.42,2,Yes,No,20-50K,No
Sagese,693,France,Male,21,1,0.0,2,Yes,Yes,0-20K,No
Rubensohn,744,France,Male,47,9,0.0,2,Yes,No,50-75K,No
Baldwin,829,Spain,Female,26,8,101440.36,2,Yes,Yes,0-20K,No
Iqbal,716,France,Male,38,4,0.0,2,Yes,No,50-75K,No
Monaldo,671,France,Male,34,7,106603.74,2,Yes,Yes,20-50K,No
Mahon,835,Germany,Female,29,10,130420.2,2,No,No,50-75K,No
Muir,636,France,Female,38,1,0.0,1,Yes,No,20-50K,No
Burns,649,Spain,Male,29,2,45022.23,1,Yes,Yes,50-75K,No
Dyer,621,Germany,Male,27,1,74298.43,1,Yes,Yes,50-75K,No
Lyons,658,Germany,Female,31,3,133003.03,1,No,Yes,50-75K,Yes
H?,784,Spain,Male,48,7,0.0,2,Yes,Yes,50-75K,No
Gardiner,783,Spain,Female,37,1,136689.66,1,Yes,No,50-75K,No
Cameron,615,France,Male,32,4,0.0,2,Yes,Yes,0-20K,No
Chapman,791,France,Female,44,5,0.0,2,Yes,Yes,50-75K,Yes
Taylor,762,France,Male,53,1,102520.37,1,Yes,Yes,50-75K,No
Namatjira,607,France,Male,35,2,0.0,2,Yes,Yes,50-75K,No
He,601,France,Female,34,5,0.0,2,Yes,No,20-50K,No
Leibius,540,Spain,Male,67,1,88382.01,1,No,Yes,50-75K,No
White,812,France,Male,44,4,115049.15,2,Yes,No,50-75K,No
Wall,685,France,Male,58,1,104796.54,1,Yes,Yes,50-75K,No
Moretti,680,France,Male,33,1,123082.08,1,Yes,No,50-75K,No
Patterson,680,Spain,Female,58,8,0.0,2,Yes,Yes,50-75K,No
Coppin,631,France,Female,33,8,0.0,2,No,No,50-75K,No
Tsao,569,France,Female,43,7,0.0,2,Yes,Yes,50-75K,No
Kao,584,Germany,Male,33,3,88311.48,2,Yes,Yes,50-75K,No
Stewart,582,France,Female,40,9,0.0,3,Yes,Yes,50-75K,No
Tuan,609,France,Male,32,7,71872.19,1,Yes,Yes,50-75K,No
Barnes,506,Spain,Male,35,6,110046.93,2,Yes,No,20-50K,No
Sun,503,France,Male,42,8,104430.08,1,Yes,Yes,50-75K,No
Fallaci,503,France,Female,28,5,0.0,2,Yes,No,50-75K,No
Buccho,806,Germany,Male,31,10,138653.51,1,Yes,No,50-75K,No
Tien,653,France,Female,31,7,102575.04,1,Yes,Yes,0-20K,No
Pirozzi,666,France,Male,43,7,137780.74,2,Yes,Yes,50-75K,Yes
Liu,674,Spain,Male,32,2,0.0,2,Yes,No,50-75K,No
Long,798,France,Male,32,7,0.0,2,No,Yes,20-50K,No
Scott,740,France,Female,30,8,105209.54,1,Yes,No,0-20K,No
Gerasimova,531,Germany,Female,32,0,109570.21,2,Yes,Yes,50-75K,No
Ifeatu,614,Germany,Female,44,6,118715.86,1,Yes,No,50-75K,Yes
De Luca,556,France,Male,35,10,0.0,2,Yes,Yes,50-75K,No
Ogbonnaya,678,Germany,Female,43,2,153393.18,2,Yes,Yes,50-75K,No
Humffray,587,Germany,Male,33,6,132603.36,1,Yes,No,50-75K,No
Degtyaryov,527,Spain,Female,36,6,0.0,2,Yes,Yes,50-75K,No
Monaldo,757,Germany,Female,34,1,129398.01,2,No,No,20-50K,No
Cawthorne,468,Spain,Male,28,3,0.0,2,Yes,No,50-75K,No
Graham,693,France,Male,29,2,151352.74,1,No,No,50-75K,No
Carpenter,483,France,Female,44,5,136836.49,1,Yes,No,50-75K,Yes
Kambinachi,466,France,Male,40,4,91592.06,1,Yes,No,50-75K,Yes
Tyler,770,France,Female,30,8,0.0,2,Yes,No,50-75K,No
Martin,734,France,Female,54,3,0.0,1,Yes,No,50-75K,Yes
Walker,716,France,Female,22,8,0.0,2,Yes,Yes,50-75K,No
Khan,439,France,Male,36,2,165536.28,2,Yes,Yes,50-75K,No
Iroawuchi,538,Germany,Male,25,5,62482.95,1,Yes,Yes,50-75K,No
Summers,743,France,Male,40,8,68155.59,1,Yes,No,50-75K,No
Bottrill,734,Spain,Female,43,3,55853.33,2,No,Yes,50-75K,Yes
Hu,656,France,Male,37,2,0.0,2,No,Yes,50-75K,No
Jones,666,France,Female,31,2,79589.43,1,No,No,0-20K,No
Vincent,627,Spain,Male,41,5,100880.76,1,No,Yes,50-75K,No
Sanford,480,Germany,Female,25,3,174330.35,2,No,No,50-75K,No
Brown,792,France,Male,19,7,143390.51,1,Yes,No,20-50K,No
Lei,613,Germany,Male,59,8,91415.76,1,No,No,20-50K,Yes
Toscani,476,Germany,Male,30,3,134366.42,1,Yes,No,50-75K,No
Chien,539,France,Female,24,3,0.0,2,Yes,Yes,50-75K,No
Uchenna,696,Spain,Male,60,8,88786.81,1,Yes,Yes,50-75K,No
Lori,810,Germany,Male,35,3,96814.46,2,Yes,Yes,50-75K,No
Fanucci,763,Germany,Male,32,9,160680.41,1,Yes,No,20-50K,No
Chimaobim,640,France,Female,29,3,0.0,2,Yes,No,0-20K,No
Jowers,655,France,Female,47,10,0.0,2,Yes,No,50-75K,No
Miller,526,Germany,Male,31,5,145537.21,1,Yes,No,50-75K,No
Kirsova,678,France,Female,28,4,0.0,2,Yes,Yes,50-75K,Yes
T'ien,554,France,Female,45,6,0.0,2,Yes,Yes,50-75K,No
Ku,597,Spain,Female,30,2,119370.11,1,Yes,Yes,50-75K,Yes
Chin,560,Spain,Female,28,1,0.0,2,Yes,Yes,50-75K,No
Law,850,Germany,Female,47,10,134381.52,1,No,No,20-50K,Yes
Chung,546,Germany,Female,74,8,114888.74,2,Yes,Yes,50-75K,Yes
Cockrum,623,Germany,Male,42,1,149332.48,2,Yes,No,50-75K,No
Greaves,698,France,Female,40,7,105061.74,3,Yes,No,50-75K,Yes
Grant,620,France,Male,32,7,0.0,2,Yes,Yes,20-50K,No
O'Donnell,619,France,Female,40,10,0.0,1,Yes,Yes,50-75K,Yes
Maclean,561,France,Male,21,4,0.0,1,Yes,Yes,20-50K,No
Hsieh,753,France,Female,39,7,155062.8,1,Yes,Yes,0-20K,No
Hs?,721,Spain,Male,43,3,88798.34,1,No,No,20-50K,No
Mazzanti,451,France,Male,33,6,0.0,2,Yes,No,50-75K,No
Chiu,680,Germany,Female,51,5,143139.87,1,No,No,20-50K,Yes
Reeves,590,Spain,Female,23,7,0.0,2,Yes,No,50-75K,No
Castiglione,634,Germany,Male,27,3,107027.52,1,Yes,No,50-75K,No
Ferguson,676,France,Male,29,4,140720.93,1,Yes,No,20-50K,No
Nnamdi,642,France,Male,30,8,80964.57,2,Yes,No,50-75K,No
Wu,760,France,Male,39,6,178585.46,1,Yes,No,50-75K,Yes
Chu,736,Spain,Female,26,4,135889.13,1,Yes,Yes,50-75K,No
King,656,France,Male,43,7,134919.85,1,Yes,No,50-75K,No
Charlton,776,Germany,Male,33,8,115130.34,1,No,No,50-75K,Yes
Marsh,832,Spain,Female,34,6,138190.13,2,No,Yes,50-75K,No
Walker,631,Germany,Male,37,9,131519.49,2,Yes,Yes,50-75K,No
Chang,795,Spain,Female,56,5,0.0,1,Yes,No,20-50K,Yes
Pottinger,648,Germany,Female,39,3,126935.98,2,No,Yes,50-75K,No
Buckley,615,France,Male,39,4,133707.09,1,Yes,Yes,50-75K,No
Folliero,682,France,Female,27,1,97893.2,1,Yes,No,50-75K,No
Olisanugo,694,France,Male,34,5,127900.03,1,Yes,No,50-75K,No
Kent,694,France,Male,37,10,143835.47,1,No,Yes,20-50K,No
Jessop,607,France,Male,44,0,0.0,2,Yes,Yes,50-75K,No
Hodge,664,France,Male,48,10,0.0,1,Yes,No,50-75K,Yes
Ignatiev,756,France,Male,60,2,0.0,1,Yes,Yes,50-75K,Yes
Chambers,645,France,Female,40,3,129596.77,1,Yes,Yes,50-75K,No
Mansom,653,Spain,Male,30,4,0.0,2,Yes,No,50-75K,No
Yen,710,Germany,Female,24,2,110407.44,2,No,No,0-20K,Yes
Azikiwe,697,France,Female,76,7,0.0,2,No,Yes,50-75K,No
Allen,619,Germany,Female,41,8,142015.76,2,Yes,No,50-75K,No
Komarova,648,Spain,Male,55,1,81370.07,1,No,Yes,50-75K,No
Mackay,482,Germany,Female,48,2,69329.47,1,No,No,50-75K,Yes
Yu,548,France,Female,28,8,116755.5,2,Yes,Yes,50-75K,Yes
Curtis,752,Spain,Male,44,6,83870.33,1,Yes,No,50-75K,No
Fang,648,France,Female,39,6,130694.89,2,Yes,Yes,50-75K,Yes
Page,643,Spain,Female,34,8,117451.47,1,Yes,No,50-75K,No
Olisaemeka,573,Germany,Female,35,9,206868.78,2,No,Yes,50-75K,No
Brennan,686,France,Female,39,3,111695.62,1,No,No,50-75K,No
Sutton,644,France,Female,40,9,137285.26,4,Yes,No,50-75K,Yes
Hyde,702,France,Female,29,6,149218.39,1,Yes,Yes,0-20K,No
Nkemakolam,652,France,Male,51,7,0.0,2,No,Yes,20-50K,No
Chimaijem,641,Spain,Male,32,7,0.0,2,Yes,Yes,20-50K,No
Sung,692,Germany,Female,41,8,130701.29,1,Yes,No,50-75K,Yes
Chiganu,574,Spain,Male,34,5,0.0,2,No,No,20-50K,No
Beneventi,643,France,Female,31,3,167949.48,1,Yes,No,50-75K,No
Esposito,834,France,Male,23,4,131254.81,1,Yes,No,20-50K,No
Owen,591,France,Male,28,5,0.0,2,Yes,Yes,20-50K,No
Smalley,470,Spain,Male,34,9,0.0,2,No,Yes,50-75K,No
Hsiung,608,Spain,Male,34,7,86656.13,1,No,Yes,50-75K,No
Ch'ang,649,Germany,Female,37,8,114737.26,1,Yes,Yes,50-75K,Yes
Barton,665,France,Female,38,5,0.0,2,Yes,No,50-75K,No
Lucchese,651,France,Female,39,6,0.0,1,Yes,No,20-50K,No
